"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 26 12:45:12 UTC 2026","Fri Jun 26 12:45:16 UTC 2026","4234","chromium","playback.spec.ts","Playback @Smoke","","","video starts playing after pressing Play",""
"passed","Fri Jun 26 12:45:12 UTC 2026","Fri Jun 26 12:45:17 UTC 2026","4383","chromium","playback.spec.ts","Playback @Smoke","","","playback pauses and resumes in fullscreen player",""
"passed","Fri Jun 26 12:45:12 UTC 2026","Fri Jun 26 12:45:14 UTC 2026","2227","chromium","navigation.spec.ts","Navigation @Smoke","","","logo returns to home from Movies tab",""
"passed","Fri Jun 26 12:45:12 UTC 2026","Fri Jun 26 12:45:15 UTC 2026","2385","chromium","navigation.spec.ts","Navigation @Smoke","","","Movies tab shows browse rows with playable tiles",""
