"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"Video Catalog API","Get Video","Get non-existent video returns 404","0","0","1","0","0"
"Video Catalog API","Get Video","Get existing video by ID returns full details","0","0","1","0","0"
"QoE API","Actuator","Health","0","0","1","0","0"
"QoE API","Pipeline acceptance","Multi-platform aggregate gate","0","0","1","0","0"
"QoE API","Videos","Catalog","0","0","1","0","0"
"QoE API","Platforms","Full list","0","0","1","0","0"
"Video Catalog API","Create Video","Create a new video returns 201 with persisted data","0","0","1","0","0"
"Video Catalog API","List Videos","List all videos returns non-empty catalog","0","0","1","0","0"
