"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jun 21 21:23:22 UTC 2026","Sun Jun 21 21:23:25 UTC 2026","2958","","com.devopsdays.qoe.api.e2e.QoEApiE2EIT","","com.devopsdays.qoe.api.e2e.QoEApiE2EIT","listVideosReturnsJsonArray","[BAT] Video catalog endpoint returns a JSON array",""
"passed","Sun Jun 21 21:23:26 UTC 2026","Sun Jun 21 21:23:27 UTC 2026","116","","Video Catalog API — E2E","","com.devopsdays.qoe.api.e2e.VideoApiE2EIT","createVideo_success","[BAT] POST /videos creates video and returns 201",""
"passed","Sun Jun 21 21:23:26 UTC 2026","Sun Jun 21 21:23:26 UTC 2026","58","","Video Catalog API — E2E","","com.devopsdays.qoe.api.e2e.VideoApiE2EIT","getVideo_notFound","[BAT] GET /videos/{id} returns 404 for unknown id",""
"passed","Sun Jun 21 21:23:25 UTC 2026","Sun Jun 21 21:23:27 UTC 2026","1854","","com.devopsdays.qoe.api.e2e.QoEApiE2EIT","","com.devopsdays.qoe.api.e2e.QoEApiE2EIT","pipelineMultiPlatformAggregateMeetsGate","[BAT] Multi-platform pipeline run meets quality gate (≥80%)",""
"passed","Sun Jun 21 21:23:26 UTC 2026","Sun Jun 21 21:23:26 UTC 2026","697","","Video Catalog API — E2E","","com.devopsdays.qoe.api.e2e.VideoApiE2EIT","getVideo_returnsVideoDetails","[BAT] GET /videos/{id} returns 200 with correct fields",""
"passed","Sun Jun 21 21:23:27 UTC 2026","Sun Jun 21 21:23:27 UTC 2026","61","","com.devopsdays.qoe.api.e2e.QoEApiE2EIT","","com.devopsdays.qoe.api.e2e.QoEApiE2EIT","listPlatformsReturnsAllPlatforms","[BAT] Platform catalogue lists all known platforms",""
"passed","Sun Jun 21 21:23:27 UTC 2026","Sun Jun 21 21:23:27 UTC 2026","94","","com.devopsdays.qoe.api.e2e.QoEApiE2EIT","","com.devopsdays.qoe.api.e2e.QoEApiE2EIT","healthEndpointReturnsUp","[BAT] Health endpoint returns UP",""
"passed","Sun Jun 21 21:23:22 UTC 2026","Sun Jun 21 21:23:26 UTC 2026","3310","","Video Catalog API — E2E","","com.devopsdays.qoe.api.e2e.VideoApiE2EIT","listVideos_returnsNonEmptyCatalog","[BAT] GET /videos returns 200 with at least one video",""
